InteractionID;UserID;SessionDuration (secs);QueryType;ResponseTime (secs);SatisfactionRating;ResolvedQuery;SentimentScore;IntentConfidence (%);ResponseLength (words);Language;ChatbotVersion;Escalation;InteractionDate;EfficiencyScore
9428;1001;440;Product Inquiry;7;3;Yes;0.34;73.97;57;English;v2.0;No;28/01/2024 19:00;8.1
9429;2033;150;Product Inquiry;4;1;No;-0.72;79.04;80;English;v1.0;No;28/01/2024 20:00;7.8
9430;3481;429;General Query;5;4;No;-0.72;69.0;44;French;v2.0;No;28/01/2024 21:00;7.6
9431;1124;244;General Query;8;3;Yes;0.27;60.16;84;English;v2.1;Yes;28/01/2024 22:00;6.62
9432;2104;162;General Query;3;4;Yes;-0.43;70.74;35;Spanish;v2.1;No;28/01/2024 23:00;8.47
9433;3532;597;Technical Support;4;3;Yes;0.35;50.91;40;English;v2.1;No;29/01/2024 00:00;6.09
9434;3699;559;Others;6;1;No;0.5;78.11;81;English;v1.1;Yes;29/01/2024 01:00;7.51
9435;2861;144;Product Inquiry;7;3;Yes;0.9;52.3;54;English;v2.1;Yes;29/01/2024 02:00;5.93
9436;2173;231;General Query;9;4;Yes;-0.97;74.23;79;English;v1.0;No;29/01/2024 03:00;8.22
9437;3847;447;Technical Support;5;2;Yes;-0.87;65.69;39;French;v1.1;No;29/01/2024 04:00;7.17
9438;3920;456;Feedback;3;4;Yes;-0.37;82.3;17;English;v1.0;No;29/01/2024 05:00;9.63
9439;4411;257;Feedback;5;3;Yes;0.65;68.32;78;English;v2.0;No;29/01/2024 06:00;7.73
9440;1128;347;Product Inquiry;2;4;Yes;0.45;63.22;40;English;v2.0;No;29/01/2024 07:00;7.82
9441;1437;138;Product Inquiry;8;3;No;0.62;52.64;44;Spanish;v1.0;No;29/01/2024 08:00;5.36
9442;1750;65;Product Inquiry;4;1;Yes;0.25;68.03;11;French;v1.1;No;29/01/2024 09:00;7.2
9443;3548;103;General Query;9;3;Yes;0.89;67.57;73;German;v2.0;No;29/01/2024 10:00;7.26
9444;4129;371;Technical Support;3;4;Yes;0.71;51.66;53;English;v1.1;No;29/01/2024 11:00;6.57
9445;2221;32;Technical Support;7;3;No;-0.56;77.16;94;Spanish;v2.1;Yes;29/01/2024 12:00;7.92
9446;3258;191;Technical Support;3;1;Yes;-0.24;60.34;90;English;v1.0;No;29/01/2024 13:00;6.53
9447;4985;253;Product Inquiry;4;4;Yes;-0.2;59.43;32;Spanish;v1.1;No;29/01/2024 14:00;7.24
9448;1901;200;Technical Support;2;3;Yes;0.31;73.04;8;English;v1.1;No;29/01/2024 15:00;8.5
9449;3092;70;Product Inquiry;6;2;Yes;0.38;81.8;79;English;v2.1;No;29/01/2024 16:00;8.68
9450;4168;414;General Query;5;2;Yes;-0.46;52.67;54;English;v1.0;No;29/01/2024 17:00;5.87
9451;2302;448;Feedback;4;3;Yes;0.33;61.97;32;French;v1.1;No;29/01/2024 18:00;7.2
9452;3582;293;Product Inquiry;4;3;Yes;-0.74;50.33;26;English;v2.0;No;29/01/2024 19:00;6.03
9453;2433;226;Technical Support;1;4;Yes;-0.39;68.91;30;English;v2.0;No;29/01/2024 20:00;8.49
9454;3508;167;General Query;3;3;Yes;-0.56;73.56;40;English;v2.0;No;29/01/2024 21:00;8.46
9455;1390;319;Feedback;5;3;Yes;0.9;65.97;58;English;v2.0;No;29/01/2024 22:00;7.5
9456;4918;472;Product Inquiry;2;1;Yes;0.15;73.91;50;English;v2.0;No;29/01/2024 23:00;7.99
9457;2067;568;Technical Support;7;3;Yes;0.15;81.86;34;English;v2.1;No;30/01/2024 00:00;8.89
9458;1026;402;Others;3;1;Yes;0.27;60.45;62;English;v2.1;No;30/01/2024 01:00;6.55
9459;3841;553;Feedback;8;3;Yes;0.13;89.78;7;French;v1.0;No;30/01/2024 02:00;9.58
9460;4168;252;Product Inquiry;2;3;Yes;-0.77;97.01;75;English;v1.0;No;30/01/2024 03:00;10.9
9461;4022;148;General Query;8;4;Yes;-0.73;73.88;12;French;v1.1;No;30/01/2024 04:00;8.29
9462;1547;589;Others;5;4;Yes;0.72;53.17;87;German;v1.1;No;30/01/2024 05:00;6.52
9463;3668;256;Others;9;3;No;-0.45;91.8;36;Spanish;v2.1;No;30/01/2024 06:00;9.18
9464;1566;594;General Query;9;5;Yes;-0.24;60.09;49;Spanish;v2.0;No;30/01/2024 07:00;7.11
9465;1703;504;Product Inquiry;6;2;Yes;-0.06;96.84;96;French;v1.1;No;30/01/2024 08:00;10.18
9466;2242;260;Product Inquiry;3;2;Yes;-0.99;51.3;36;French;v1.1;No;30/01/2024 09:00;5.93
9467;1184;242;General Query;1;4;Yes;-0.74;70.77;83;French;v1.0;No;30/01/2024 10:00;8.68
9468;4140;118;General Query;1;3;Yes;0.04;64.15;65;Other;v2.0;No;30/01/2024 11:00;7.72
9469;4900;576;Product Inquiry;5;2;No;-0.89;84.45;27;English;v2.0;No;30/01/2024 12:00;8.54
9470;4201;292;Others;2;3;Yes;0.47;90.28;17;English;v1.1;No;30/01/2024 13:00;10.23
9471;2590;418;General Query;9;1;Yes;-0.24;90.05;37;Spanish;v1.1;No;30/01/2024 14:00;8.91
9472;2913;536;Feedback;3;4;Yes;0.98;82.38;68;English;v1.0;No;30/01/2024 15:00;9.64
9473;4680;449;Feedback;4;3;Yes;-0.49;70.37;67;English;v2.1;No;30/01/2024 16:00;8.04
9474;1847;542;Feedback;2;3;Yes;-0.45;53.77;92;French;v1.1;No;30/01/2024 17:00;6.58
9475;1598;367;General Query;2;1;Yes;0.93;99.63;82;Spanish;v2.0;No;30/01/2024 18:00;10.56
9476;1805;570;Product Inquiry;3;4;Yes;-0.41;65.93;8;English;v1.0;No;30/01/2024 19:00;7.99
9477;4702;470;Product Inquiry;6;2;No;0.34;53.94;19;English;v1.0;No;30/01/2024 20:00;5.39
9478;4791;61;Feedback;7;2;Yes;0.37;57.24;82;English;v2.0;No;30/01/2024 21:00;6.12
9479;2357;113;Product Inquiry;5;3;Yes;0.67;68.56;82;German;v1.0;No;30/01/2024 22:00;7.76
9480;4996;505;General Query;8;5;Yes;0.94;92.36;57;English;v2.1;No;30/01/2024 23:00;10.44
9481;4225;536;General Query;1;3;Yes;0.14;75.68;76;Spanish;v1.0;No;31/01/2024 00:00;8.87
9482;4618;583;Product Inquiry;2;2;No;0.09;54.33;28;English;v1.0;No;31/01/2024 01:00;5.83
9483;3126;169;Others;5;5;Yes;-0.32;66.95;93;Spanish;v1.1;No;31/01/2024 02:00;8.2
9484;3626;518;Product Inquiry;1;4;Yes;-0.0;71.7;43;German;v1.0;No;31/01/2024 03:00;8.77
9485;2878;390;Technical Support;7;3;Yes;0.75;60.11;56;English;v1.1;No;31/01/2024 04:00;6.71
9486;3460;504;General Query;3;3;No;-0.6;56.26;94;Other;v1.0;No;31/01/2024 05:00;6.23
9487;1545;402;Feedback;6;1;Yes;-0.09;77.97;82;English;v2.1;No;31/01/2024 06:00;8.0
9488;2632;211;Product Inquiry;7;3;Yes;0.62;88.38;73;English;v1.1;No;31/01/2024 07:00;9.54
9489;3216;240;Feedback;5;4;Yes;-0.87;66.43;23;English;v2.1;No;31/01/2024 08:00;7.84
9490;3728;66;Product Inquiry;7;2;Yes;0.59;51.68;82;English;v2.1;No;31/01/2024 09:00;5.57
9491;4734;146;Technical Support;3;4;Yes;0.92;90.93;50;English;v1.1;No;31/01/2024 10:00;10.49
9492;3630;26;Product Inquiry;8;3;Yes;0.55;84.88;26;English;v2.1;No;31/01/2024 11:00;9.09
9493;3562;135;General Query;7;2;Yes;-0.42;82.23;73;English;v1.0;No;31/01/2024 12:00;8.62
9494;4385;583;General Query;4;2;Yes;0.73;74.09;48;English;v1.0;No;31/01/2024 13:00;8.11
9495;3079;385;General Query;7;5;Yes;0.98;70.2;84;English;v2.1;No;31/01/2024 14:00;8.32
9496;3334;65;Product Inquiry;5;3;Yes;-0.3;78.39;91;English;v2.1;No;31/01/2024 15:00;8.74
9497;3641;412;Product Inquiry;5;2;Yes;-0.71;55.25;89;English;v2.1;No;31/01/2024 16:00;6.12
9498;4114;42;General Query;3;2;Yes;0.4;84.57;40;English;v2.0;No;31/01/2024 17:00;9.26
9499;2926;150;Product Inquiry;7;3;Yes;0.92;57.08;92;English;v1.0;No;31/01/2024 18:00;6.41
9500;1616;146;Product Inquiry;4;4;Yes;0.09;74.87;38;English;v1.1;No;31/01/2024 19:00;8.79
9501;4072;464;Product Inquiry;7;1;Yes;0.69;76.6;65;Other;v2.0;No;31/01/2024 20:00;7.76
9502;4644;328;General Query;7;2;Yes;-0.83;57.96;14;English;v2.1;No;31/01/2024 21:00;6.2
9503;3317;452;Product Inquiry;4;3;Yes;0.09;59.0;57;English;v2.1;Yes;31/01/2024 22:00;6.9
9504;2203;492;General Query;2;5;Yes;0.92;53.31;45;German;v2.1;No;31/01/2024 23:00;7.13
9505;2759;67;General Query;6;5;Yes;0.48;93.91;55;French;v2.1;Yes;01/02/2024 00:00;10.79
9506;3565;101;Product Inquiry;6;4;No;-0.92;68.73;67;English;v1.1;No;01/02/2024 01:00;7.47
9507;4174;128;General Query;5;5;Yes;-0.52;89.12;49;English;v1.0;No;01/02/2024 02:00;10.41
9508;4081;282;Feedback;1;2;Yes;0.37;51.91;89;Spanish;v2.1;No;01/02/2024 03:00;6.19
9509;3630;50;Feedback;2;5;No;0.98;67.34;87;English;v2.0;No;01/02/2024 04:00;8.03
9510;4161;377;Technical Support;7;1;Yes;0.61;56.01;62;French;v2.0;No;01/02/2024 05:00;5.7
9511;1225;587;General Query;3;3;Yes;-0.3;53.47;70;English;v2.1;No;01/02/2024 06:00;6.45
9512;1669;499;Product Inquiry;7;2;Yes;1.0;80.85;54;English;v2.0;Yes;01/02/2024 07:00;8.48
9513;2763;208;Product Inquiry;2;3;Yes;-0.6;75.85;70;English;v2.1;No;01/02/2024 08:00;8.78
9514;1916;24;General Query;9;5;Yes;-0.46;72.17;27;English;v2.1;Yes;01/02/2024 09:00;8.32
9515;3173;305;General Query;9;3;Yes;0.11;59.54;52;English;v2.0;No;01/02/2024 10:00;6.45
9516;4003;413;General Query;5;4;Yes;-0.44;59.11;99;English;v2.1;No;01/02/2024 11:00;7.11
9517;4280;474;General Query;5;4;No;-0.19;78.02;22;French;v2.1;No;01/02/2024 12:00;8.5
9518;4168;445;Technical Support;8;3;Yes;0.8;51.42;76;Spanish;v1.0;Yes;01/02/2024 13:00;5.74
9519;3121;46;Feedback;9;1;Yes;-0.05;90.99;70;English;v2.0;No;01/02/2024 14:00;9.0
9520;4698;146;General Query;8;5;Yes;0.64;99.55;99;English;v1.0;No;01/02/2024 15:00;11.16
9521;2214;154;General Query;6;4;Yes;0.52;90.83;61;French;v2.1;No;01/02/2024 16:00;10.18
9522;2705;554;General Query;2;4;Yes;0.84;63.2;20;French;v1.1;No;01/02/2024 17:00;7.82
9523;2842;350;Product Inquiry;2;5;Yes;0.19;66.87;41;English;v2.0;No;01/02/2024 18:00;8.49
9524;2983;411;General Query;2;3;Yes;0.77;68.55;16;English;v1.1;No;01/02/2024 19:00;8.06
9525;4787;27;General Query;3;3;Yes;0.14;75.24;39;English;v2.1;No;01/02/2024 20:00;8.62
9526;1055;280;General Query;5;4;No;-0.08;61.51;95;Spanish;v2.1;No;01/02/2024 21:00;6.85
9527;1719;218;Technical Support;1;3;Yes;-0.17;62.69;25;English;v1.1;No;01/02/2024 22:00;7.57
9528;3600;405;Product Inquiry;9;5;No;0.04;77.61;30;English;v1.1;No;01/02/2024 23:00;8.36
9529;3079;491;Feedback;5;4;No;0.93;75.06;70;Spanish;v2.0;No;02/02/2024 00:00;8.21
9530;4598;198;Technical Support;7;3;Yes;-0.94;50.29;66;English;v1.0;No;02/02/2024 01:00;5.73
9531;1573;469;General Query;5;2;Yes;0.04;71.04;92;English;v2.1;No;02/02/2024 02:00;7.7
9532;1666;259;Technical Support;3;3;Yes;0.37;69.42;73;English;v2.1;No;02/02/2024 03:00;8.04
9533;1283;543;General Query;3;2;Yes;-0.73;92.89;93;English;v2.0;No;02/02/2024 04:00;10.09
9534;2744;202;Product Inquiry;4;3;Yes;0.23;85.98;19;English;v1.0;No;02/02/2024 05:00;9.6
9535;4903;377;General Query;3;2;Yes;0.73;78.17;77;English;v1.1;No;02/02/2024 06:00;8.62
9536;4565;395;General Query;6;4;Yes;-0.59;78.93;19;English;v1.1;No;02/02/2024 07:00;8.99
9537;3234;557;Product Inquiry;5;2;No;0.38;93.83;63;English;v1.0;No;02/02/2024 08:00;9.48
9538;1497;101;General Query;1;3;Yes;-0.35;88.09;93;Spanish;v1.1;No;02/02/2024 09:00;10.11
9539;2465;377;General Query;4;1;Yes;0.31;98.3;90;English;v2.0;No;02/02/2024 10:00;10.23
9540;1129;204;General Query;8;4;Yes;0.56;74.82;79;English;v1.0;No;02/02/2024 11:00;8.38
9541;1638;307;Technical Support;9;3;No;-0.66;92.83;84;English;v1.1;Yes;02/02/2024 12:00;9.28
9542;4363;81;General Query;6;3;Yes;0.11;62.79;32;English;v1.0;No;02/02/2024 13:00;7.08
9543;3161;526;Product Inquiry;4;3;Yes;-0.63;94.39;6;English;v1.1;No;02/02/2024 14:00;10.44
9544;4270;481;Technical Support;2;4;Yes;-0.88;93.85;84;English;v1.1;No;02/02/2024 15:00;10.88
9545;3060;49;General Query;9;3;Yes;0.39;88.54;30;English;v2.0;No;02/02/2024 16:00;9.35
9546;4342;50;Technical Support;8;4;Yes;0.19;99.54;59;English;v2.0;No;02/02/2024 17:00;10.85
9547;4672;312;Technical Support;5;2;Yes;-0.75;95.21;53;English;v2.0;No;02/02/2024 18:00;10.12
9548;4286;192;Others;8;5;Yes;0.06;63.78;45;English;v2.1;No;02/02/2024 19:00;7.58
9549;3491;147;Product Inquiry;6;3;Yes;-0.01;76.53;25;English;v2.0;No;02/02/2024 20:00;8.45
9550;4861;105;General Query;1;3;No;0.64;80.59;46;English;v2.0;No;02/02/2024 21:00;8.86
9551;4583;334;Technical Support;8;4;Yes;0.91;64.82;94;German;v2.1;No;02/02/2024 22:00;7.38
9552;3494;47;General Query;5;3;Yes;-0.52;76.28;71;English;v1.0;No;02/02/2024 23:00;8.53
9553;1985;141;General Query;3;3;No;-0.13;79.75;52;English;v2.0;Yes;03/02/2024 00:00;8.58
9554;1992;270;General Query;1;1;Yes;0.93;89.36;52;Other;v2.1;No;03/02/2024 01:00;9.64
9555;3762;592;Technical Support;8;3;Yes;-0.29;69.07;37;Other;v1.0;No;03/02/2024 02:00;7.51
9556;3121;422;General Query;6;5;Yes;-0.87;60.54;98;English;v2.1;No;03/02/2024 03:00;7.45
9557;3584;462;Product Inquiry;7;5;Yes;0.15;59.91;17;Other;v1.1;No;03/02/2024 04:00;7.29
9558;1100;291;General Query;3;2;Yes;-0.48;78.17;88;English;v2.1;No;03/02/2024 05:00;8.62
9559;3223;132;Technical Support;8;4;Yes;-0.02;85.59;62;English;v2.1;No;03/02/2024 06:00;9.46
9560;1426;413;Product Inquiry;3;5;No;-0.78;67.57;97;English;v2.0;No;03/02/2024 07:00;7.96
9561;4188;38;General Query;5;3;Yes;0.09;82.0;89;English;v1.1;No;03/02/2024 08:00;9.1
9562;4237;484;General Query;6;3;Yes;-0.66;80.39;25;English;v2.1;No;03/02/2024 09:00;8.84
9563;1040;210;General Query;8;4;Yes;0.83;61.03;61;English;v2.0;No;03/02/2024 10:00;7.0
9564;1428;512;General Query;5;5;Yes;-0.91;93.17;97;Spanish;v2.0;No;03/02/2024 11:00;10.82
9565;1343;182;Product Inquiry;1;3;Yes;-0.3;50.2;12;English;v2.0;No;03/02/2024 12:00;6.32
9566;4495;314;Others;1;4;Yes;-0.56;87.5;81;Spanish;v2.1;No;03/02/2024 13:00;10.35
9567;1365;598;Technical Support;6;2;Yes;0.75;76.23;15;English;v2.1;Yes;03/02/2024 14:00;8.12
9568;4191;92;Technical Support;6;3;No;0.65;60.86;52;French;v1.1;No;03/02/2024 15:00;6.39
9569;1608;581;Others;7;3;Yes;0.9;55.83;27;French;v1.0;Yes;03/02/2024 16:00;6.28
9570;3704;328;Product Inquiry;7;2;Yes;-0.94;61.7;53;Other;v2.0;No;03/02/2024 17:00;6.57
9571;1727;321;General Query;9;1;No;0.8;53.36;90;English;v1.0;No;03/02/2024 18:00;4.74
9572;3276;327;Feedback;6;3;Yes;-0.45;84.42;23;French;v2.1;No;03/02/2024 19:00;9.24
9573;1824;143;Technical Support;3;4;No;0.69;53.33;28;English;v1.0;No;03/02/2024 20:00;6.23
9574;4201;280;Others;3;4;No;0.52;51.44;88;English;v2.0;No;03/02/2024 21:00;6.04
9575;2375;214;Technical Support;4;3;Yes;-0.17;66.12;45;Spanish;v2.1;No;03/02/2024 22:00;7.61
9576;1888;370;Technical Support;6;2;Yes;-0.03;85.42;12;English;v1.1;No;03/02/2024 23:00;9.04
9577;3043;508;Feedback;4;5;Yes;0.59;91.71;45;Spanish;v1.1;No;04/02/2024 00:00;10.77
9578;2341;219;Technical Support;2;3;No;-0.14;61.5;5;English;v2.1;No;04/02/2024 01:00;6.85
9579;4031;527;Product Inquiry;7;3;Yes;0.02;81.82;79;French;v2.0;No;04/02/2024 02:00;8.88
9580;4720;599;Product Inquiry;2;4;No;0.2;68.71;95;French;v1.1;No;04/02/2024 03:00;7.87
9581;3883;465;Technical Support;5;3;Yes;0.51;51.13;38;English;v1.1;No;04/02/2024 04:00;6.01
9582;4408;99;Technical Support;5;3;Yes;0.05;84.77;7;Spanish;v2.1;No;04/02/2024 05:00;9.38
9583;2296;488;General Query;8;3;Yes;-0.29;58.95;75;Spanish;v1.0;Yes;04/02/2024 06:00;6.5
9584;1116;461;Product Inquiry;5;3;Yes;0.33;92.72;25;Spanish;v2.0;No;04/02/2024 07:00;10.17
9585;3865;291;Product Inquiry;6;4;Yes;0.27;50.38;40;English;v2.0;No;04/02/2024 08:00;6.14
9586;3415;362;General Query;4;1;Yes;0.11;85.99;58;French;v2.0;No;04/02/2024 09:00;9.0
9587;2117;143;General Query;4;2;Yes;0.21;70.74;30;English;v1.0;No;04/02/2024 10:00;7.77
9588;1167;242;General Query;3;2;Yes;-0.21;50.11;38;French;v1.1;No;04/02/2024 11:00;5.81
9589;4001;509;Feedback;2;5;Yes;-0.24;99.61;22;Spanish;v2.1;Yes;04/02/2024 12:00;11.76
9590;2738;316;General Query;4;5;Yes;0.74;72.54;61;English;v1.0;No;04/02/2024 13:00;8.85
9591;2364;138;Product Inquiry;9;3;No;0.7;95.42;26;English;v2.1;No;04/02/2024 14:00;9.54
9592;3708;95;Technical Support;9;4;Yes;-0.24;81.04;57;French;v1.1;No;04/02/2024 15:00;8.9
9593;4985;277;General Query;4;2;Yes;0.49;65.47;16;French;v2.0;No;04/02/2024 16:00;7.25
9594;1694;551;General Query;9;5;Yes;0.55;89.41;59;German;v1.1;Yes;04/02/2024 17:00;10.04
9595;1924;370;Feedback;5;5;Yes;0.56;94.46;54;Other;v1.0;No;04/02/2024 18:00;10.95
9596;1151;296;Technical Support;9;2;Yes;-0.36;51.9;87;Other;v2.1;No;04/02/2024 19:00;5.39
9597;1585;274;General Query;9;5;Yes;0.63;60.78;49;Other;v1.0;No;04/02/2024 20:00;7.18
9598;4948;283;Technical Support;9;3;Yes;0.15;79.38;35;Spanish;v2.1;No;04/02/2024 21:00;8.44
9599;1912;48;Technical Support;9;3;No;0.72;78.3;32;Spanish;v2.0;Yes;04/02/2024 22:00;7.83
9600;3321;486;Technical Support;7;4;Yes;-0.81;92.13;77;Spanish;v1.0;No;04/02/2024 23:00;10.21
9601;2577;54;General Query;9;3;Yes;-0.05;66.56;60;French;v1.0;No;05/02/2024 00:00;7.16
9602;1495;313;Product Inquiry;1;3;Yes;0.81;52.99;38;Spanish;v2.1;No;05/02/2024 01:00;6.6
9603;4795;222;Technical Support;4;3;Yes;0.6;72.86;43;English;v2.1;No;05/02/2024 02:00;8.29
9604;3148;87;General Query;6;1;Yes;-0.43;87.38;71;English;v2.1;No;05/02/2024 03:00;8.94
9605;1556;150;General Query;6;3;Yes;-0.49;76.65;22;Spanish;v1.0;No;05/02/2024 04:00;8.46
9606;2105;130;General Query;1;1;No;-0.93;73.91;53;Spanish;v1.1;No;05/02/2024 05:00;7.59
9607;2552;543;Product Inquiry;1;2;Yes;0.76;52.39;50;English;v2.1;No;05/02/2024 06:00;6.24
9608;3120;307;General Query;1;4;Yes;0.43;65.36;10;English;v1.1;No;05/02/2024 07:00;8.14
9609;4085;62;General Query;8;3;Yes;0.46;92.08;8;Spanish;v1.0;Yes;05/02/2024 08:00;9.81
9610;4504;313;Technical Support;1;3;Yes;-0.5;69.55;99;English;v2.1;No;05/02/2024 09:00;8.25
9611;1156;304;Product Inquiry;9;2;Yes;0.09;61.75;9;English;v1.0;No;05/02/2024 10:00;6.38
9612;1734;583;General Query;2;4;No;0.44;82.96;29;English;v1.1;No;05/02/2024 11:00;9.3
9613;3179;38;Technical Support;9;1;Yes;-0.16;66.23;56;English;v2.1;No;05/02/2024 12:00;6.52
9614;4409;526;Product Inquiry;9;2;Yes;-0.8;70.14;24;English;v2.0;No;05/02/2024 13:00;7.21
9615;4066;566;Technical Support;2;5;No;-0.33;50.31;37;English;v2.1;Yes;05/02/2024 14:00;6.33
9616;2427;67;General Query;4;1;Yes;0.23;65.56;76;English;v2.0;No;05/02/2024 15:00;6.96
9617;4447;238;General Query;9;4;Yes;-0.65;93.91;27;English;v1.1;No;05/02/2024 16:00;10.19
9618;4959;207;Product Inquiry;9;2;Yes;0.96;74.18;39;French;v1.1;No;05/02/2024 17:00;7.62
9619;1558;50;Others;8;4;Yes;0.6;96.9;9;English;v2.0;Yes;05/02/2024 18:00;10.59
9620;3154;278;General Query;5;4;Yes;0.29;80.97;30;English;v2.1;No;05/02/2024 19:00;9.3
9621;4691;363;Technical Support;1;1;No;0.16;85.72;75;English;v2.1;No;05/02/2024 20:00;8.77
9622;3312;327;General Query;2;1;Yes;-0.37;67.45;68;English;v2.1;Yes;05/02/2024 21:00;7.35
9623;4276;90;General Query;4;3;Yes;-0.16;84.63;38;German;v1.0;No;05/02/2024 22:00;9.46
9624;4150;326;General Query;9;4;Yes;0.19;74.89;88;English;v2.1;No;05/02/2024 23:00;8.29
9625;1154;587;Feedback;4;4;Yes;-0.44;52.49;75;Spanish;v1.1;No;06/02/2024 00:00;6.55
9626;4854;118;General Query;5;2;Yes;-0.13;68.11;60;Spanish;v2.0;No;06/02/2024 01:00;7.41
9627;4035;40;General Query;1;4;Yes;-0.42;72.58;7;English;v2.0;No;06/02/2024 02:00;8.86
9628;1996;584;Technical Support;5;2;Yes;0.82;61.59;99;Other;v2.0;No;06/02/2024 03:00;6.76
9629;3294;25;General Query;2;3;Yes;-0.9;57.87;83;English;v1.0;No;06/02/2024 04:00;6.99
9630;1530;250;General Query;9;2;Yes;0.15;73.01;86;French;v2.1;No;06/02/2024 05:00;7.5
9631;3905;101;General Query;9;2;Yes;0.83;90.81;14;German;v2.0;No;06/02/2024 06:00;9.28
9632;2971;236;Others;5;5;Yes;0.55;92.77;96;English;v2.0;No;06/02/2024 07:00;10.78
9633;3585;354;General Query;8;4;Yes;0.56;74.77;57;English;v1.1;No;06/02/2024 08:00;8.38
9634;1728;578;Others;6;2;Yes;-0.87;51.22;39;English;v2.0;No;06/02/2024 09:00;5.62
9635;2177;572;General Query;8;2;No;0.47;66.49;46;English;v2.1;No;06/02/2024 10:00;6.45
9636;1153;478;General Query;9;2;Yes;-0.21;97.9;35;Spanish;v1.1;No;06/02/2024 11:00;9.99
9637;4757;106;Feedback;4;3;No;0.05;74.99;62;Spanish;v1.1;No;06/02/2024 12:00;8.0
9638;1091;534;Product Inquiry;4;5;No;0.34;67.6;86;Spanish;v2.1;No;06/02/2024 13:00;7.86
9639;4504;532;General Query;7;4;Yes;0.23;82.36;98;Other;v1.1;No;06/02/2024 14:00;9.24
9640;3385;497;Product Inquiry;5;3;Yes;0.16;64.69;30;English;v1.0;No;06/02/2024 15:00;7.37
9641;2503;517;General Query;4;3;No;-0.36;81.17;92;English;v2.0;No;06/02/2024 16:00;8.62
9642;2716;468;Product Inquiry;2;2;Yes;0.03;79.6;95;English;v1.0;No;06/02/2024 17:00;8.86
9643;4202;279;Product Inquiry;2;2;Yes;-0.91;92.97;74;English;v1.0;No;06/02/2024 18:00;10.2
9644;3497;556;General Query;4;5;No;-0.23;82.39;82;English;v1.1;No;06/02/2024 19:00;9.34
9645;3016;219;Feedback;8;3;No;-0.05;59.85;8;Spanish;v2.0;No;06/02/2024 20:00;6.08
9646;3857;482;Product Inquiry;8;5;Yes;-0.19;66.63;30;French;v1.1;Yes;06/02/2024 21:00;7.86
9647;1786;113;General Query;7;4;Yes;-0.03;66.78;29;Spanish;v1.0;No;06/02/2024 22:00;7.68
9648;1272;371;General Query;4;4;Yes;-0.39;98.54;98;German;v1.0;Yes;06/02/2024 23:00;11.15
9649;3027;127;Feedback;7;3;No;0.83;72.9;36;English;v2.0;No;07/02/2024 00:00;7.49
9650;3635;374;General Query;9;3;Yes;0.96;64.34;87;English;v2.1;No;07/02/2024 01:00;6.93
9651;1176;488;Product Inquiry;8;2;Yes;-0.42;88.68;9;French;v1.1;No;07/02/2024 02:00;9.17
9652;4767;114;Feedback;5;4;Yes;0.47;69.18;5;Spanish;v2.1;Yes;07/02/2024 03:00;8.12
9653;3878;110;Technical Support;3;3;No;0.8;71.5;28;English;v1.0;Yes;07/02/2024 04:00;7.75
9654;1642;63;Technical Support;2;4;Yes;-0.34;79.09;6;English;v2.1;Yes;07/02/2024 05:00;9.41
9655;2898;475;General Query;4;1;Yes;-0.03;68.27;30;English;v1.1;No;07/02/2024 06:00;7.23
9656;4120;403;Technical Support;9;3;Yes;-0.76;93.37;83;English;v1.1;No;07/02/2024 07:00;9.84
9657;1566;42;General Query;4;1;Yes;0.64;74.62;65;German;v2.0;No;07/02/2024 08:00;7.86
9658;1665;42;Feedback;9;3;Yes;0.69;67.38;58;English;v2.0;No;07/02/2024 09:00;7.24
9659;4426;253;General Query;5;4;Yes;-0.51;52.43;69;English;v1.1;No;07/02/2024 10:00;6.44
9660;4783;330;General Query;3;4;Yes;-0.31;80.32;70;Other;v2.0;Yes;07/02/2024 11:00;9.43
9661;2331;436;General Query;6;3;Yes;-0.06;82.84;85;English;v1.0;No;07/02/2024 12:00;9.08
9662;3915;352;General Query;9;2;Yes;0.82;86.31;26;Spanish;v1.1;No;07/02/2024 13:00;8.83
9663;4956;594;General Query;8;5;Yes;0.89;59.12;13;English;v1.1;No;07/02/2024 14:00;7.11
9664;4701;122;Technical Support;3;2;No;-0.2;71.01;82;English;v1.1;No;07/02/2024 15:00;7.4
9665;2798;519;Feedback;4;3;No;-0.34;84.99;76;English;v2.0;No;07/02/2024 16:00;9.0
9666;2069;502;Technical Support;4;3;Yes;-0.97;70.77;79;English;v1.1;Yes;07/02/2024 17:00;8.08
9667;3349;208;General Query;1;4;Yes;0.0;87.45;35;Spanish;v1.1;Yes;07/02/2024 18:00;10.34
9668;3915;479;General Query;5;4;Yes;0.78;73.95;20;English;v2.1;No;07/02/2024 19:00;8.6
9669;3959;208;Others;3;2;No;0.36;70.75;51;English;v1.0;No;07/02/2024 20:00;7.38
9670;1407;370;General Query;7;2;Yes;-0.53;64.19;87;Spanish;v1.0;No;07/02/2024 21:00;6.82
9671;2212;133;Product Inquiry;7;4;Yes;-0.77;72.52;29;Spanish;v2.1;No;07/02/2024 22:00;8.25
9672;3869;123;General Query;5;5;Yes;-0.25;75.11;46;English;v1.0;No;07/02/2024 23:00;9.01
9673;2853;527;Others;5;2;Yes;0.46;60.48;23;English;v1.0;No;08/02/2024 00:00;6.65
